NAME,LATITUDE,LONGITUDE,DATE,AWND,WSF2,HurricaneName
"FORT MYERS PAGE FIELD AIRPORT, FL US",26.58495,-81.86146,9/28/2022,22.15,33.1,ian
"OLUSTEE FLORIDA, FL US",30.2,-82.4,9/28/2022,,,ian
"MILES CITY FLORIDA, FL US",26.2483,-81.2967,9/28/2022,,,ian
"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",26.6851,-80.09918,9/28/2022,23.94,38.0,ian
"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,9/29/2022,25.5,48.1,ian
"SUMATRA FLORIDA, FL US",30.0175,-84.9842,9/28/2022,,,ian
"TAMPA INTERNATIONAL AIRPORT, FL US",27.96331,-82.54,9/28/2022,17.67,36.9,ian
"ORLANDO EXECUTIVE AIRPORT, FL US",28.54653,-81.33544,9/28/2022,20.58,42.9,ian
"ST. MARKS EAST FLORIDA, FL US",30.1333,-84.1333,9/28/2022,,,ian
"USHER TOWER, FL US",29.40807,-82.8188,9/28/2022,,,ian
"PUNTA GORDA CHARLOTTE CO AIRPORT, FL US",26.91847,-81.99391,9/28/2022,40.71,87.0,ian
"CLERMONT 9 S, FL US",28.4558,-81.7234,9/29/2022,,,ian
"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,9/29/2022,21.7,40.9,ian
"BROOKSVILLE HERNANDO CO AIRPORT, FL US",28.47388,-82.45374,9/28/2022,18.79,33.1,ian
"GAINESVILLE REGIONAL AIRPORT, FL US",29.6917,-82.27603,9/29/2022,19.01,31.1,ian
"ORLANDO INTERNATIONAL AIRPORT, FL US",28.41822,-81.32413,9/29/2022,26.17,53.0,ian
"SCOTTSMOOR 2.5 SSW, FL US",28.7299,-80.8795,9/28/2022,,,ian
"JACKSONVILLE NAS, FL US",30.23333,-81.66667,9/29/2022,33.33,42.9,ian
"MERRITT ISLAND FLORIDA, FL US",28.6408,-80.7308,9/28/2022,,,ian
"WINTER HAVEN GILBERT AIRPORT, FL US",28.06137,-81.75684,9/28/2022,17.9,32.0,ian
"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",27.91255,-82.68555,9/28/2022,25.28,38.9,ian
"LAKE CITY 2 E, FL US",30.1852,-82.5941,9/28/2022,,,ian
"SARASOTA BRADENTON AIRPORT, FL US",27.40146,-82.55863,9/28/2022,33.11,53.0,ian
"MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US",25.64226,-80.43467,9/28/2022,17.45,29.1,ian
"FORT LAUDERDALE EXECUTIVE AIRPORT, FL US",26.19905,-80.17764,9/28/2022,18.79,32.0,ian
"KENANSVILLE, FL US",27.8703,-81.0435,9/28/2022,,,ian
"LAKELAND LINDER REGIONAL AIRPORT, FL US",28.0,-82.05,9/28/2022,23.04,47.0,ian
"MIAMI OPA LOCKA AIRPORT, FL US",25.91017,-80.28283,9/28/2022,23.94,33.1,ian
"FORT LAUDERDALE INTERNATIONAL AIRPORT, FL US",26.07875,-80.16223,9/28/2022,22.59,35.1,ian
"TALLAHASSEE REGIONAL AIRPORT, FL US",30.39354,-84.35136,9/29/2022,13.2,23.0,ian
"ORLANDO SANFORD AIRPORT, FL US",28.77951,-81.24356,9/29/2022,28.19,49.0,ian
"KEY WEST NAS, FL US",24.58333,-81.68333,9/28/2022,28.41,53.0,ian
"VENICE, FL US",27.1006,-82.4364,9/28/2022,,,ian
"HASTINGS 4 NE, FL US",29.7652,-81.4697,9/28/2022,,,ian
"OCALA JIM TAYLOR FIELD, FL US",29.16667,-82.23333,9/29/2022,21.25,35.1,ian
