NAME,LATITUDE,LONGITUDE,DATE,AWND,WSF2
"WAUCHULA, FL US",27.5477,-81.7994,7/11/2005,,
"NAPLES MUNICIPAL AIRPORT, FL US",26.15498,-81.77514,7/10/2005,15.21,28
"NAPLES MUNICIPAL AIRPORT, FL US",26.15498,-81.77514,7/11/2005,6.49,15
"MARATHON AIRPORT, FL US",24.72624,-81.0477,7/10/2005,11.18,17.9
"MARATHON AIRPORT, FL US",24.72624,-81.0477,7/11/2005,8.28,13
"FORT PIERCE ST LUCIE CO INTERNATIONAL AIRPORT, FL US",27.49816,-80.37626,7/10/2005,12.97,25.9
"FORT PIERCE ST LUCIE CO INTERNATIONAL AIRPORT, FL US",27.49816,-80.37626,7/11/2005,5.37,14.1
"FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US",26.53805,-81.75674,7/10/2005,14.32,23.9
"FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US",26.53805,-81.75674,7/11/2005,6.71,21
"PANACEA, FL US",29.99889,-84.485,7/10/2005,,
"PANACEA, FL US",29.99889,-84.485,7/11/2005,,
"DELAND 1 SSE, FL US",29.00982,-81.29804,7/10/2005,,
"DELAND 1 SSE, FL US",29.00982,-81.29804,7/11/2005,,
"MOUNTAIN LAKE, FL US",27.93779,-81.59928,7/10/2005,,
"MOUNTAIN LAKE, FL US",27.93779,-81.59928,7/11/2005,,
"MELBOURNE WEATHER FORECAST OFFICE, FL US",28.1136,-80.654,7/10/2005,,
"MELBOURNE WEATHER FORECAST OFFICE, FL US",28.1136,-80.654,7/11/2005,,
"OASIS FLORIDA, FL US",25.85,-81.03,7/10/2005,,
"OASIS FLORIDA, FL US",25.85,-81.03,7/11/2005,,
"BAHIA HONDA STATE PARK, FL US",24.65953,-81.27448,7/10/2005,,
"BAHIA HONDA STATE PARK, FL US",24.65953,-81.27448,7/11/2005,,
"DAYTONA BEACH, FL US",29.1966,-81.0084,7/10/2005,,
"DAYTONA BEACH, FL US",29.1966,-81.0084,7/11/2005,,
"DOWLING PARK 1 W, FL US",30.2497,-83.2594,7/10/2005,,
"DOWLING PARK 1 W, FL US",30.2497,-83.2594,7/11/2005,,
"NAPLES, FL US",26.1653,-81.6843,7/10/2005,,
"NAPLES, FL US",26.1653,-81.6843,7/11/2005,,
"IMMOKALEE, FL US",26.46222,-81.44056,7/10/2005,,
"IMMOKALEE, FL US",26.46222,-81.44056,7/11/2005,,
"JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US",30.33708,-81.51277,7/10/2005,14.76,25.9
"JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US",30.33708,-81.51277,7/11/2005,7.83,23.9
"PENSACOLA 7 NNE, FL US",30.5301,-87.19847,7/10/2005,,
"PENSACOLA 7 NNE, FL US",30.5301,-87.19847,7/11/2005,,
"PERRY FOLEY AIRPORT, FL US",30.07194,-83.57361,7/10/2005,14.76,29.1
"PERRY FOLEY AIRPORT, FL US",30.07194,-83.57361,7/11/2005,9.62,19.9
"MIAMI NWSFO, FL US",25.7553,-80.3836,7/10/2005,,
"MIAMI NWSFO, FL US",25.7553,-80.3836,7/11/2005,,
"JUNO BEACH, FL US",26.86,-80.0552,7/10/2005,,
"JUNO BEACH, FL US",26.86,-80.0552,7/11/2005,,
"MILTON EXPERIMENT ST, FL US",30.77944,-87.14139,7/10/2005,,
"MILTON EXPERIMENT ST, FL US",30.77944,-87.14139,7/11/2005,,
"PARRISH, FL US",27.609,-82.3476,7/10/2005,,
"PARRISH, FL US",27.609,-82.3476,7/11/2005,,
"PALM BEACH GARDENS, FL US",26.8261,-80.1488,7/10/2005,,
"PALM BEACH GARDENS, FL US",26.8261,-80.1488,7/11/2005,,
"TARPON SPGS SEWAGE PLANT, FL US",28.15225,-82.7538,7/10/2005,,
"TARPON SPGS SEWAGE PLANT, FL US",28.15225,-82.7538,7/11/2005,,
"CURRY HAMMOCK STATE PARK, FL US",24.74257,-80.98193,7/10/2005,,
"CURRY HAMMOCK STATE PARK, FL US",24.74257,-80.98193,7/11/2005,,
"DESOTO CITY, FL US",27.3697,-81.5136,7/10/2005,,
"DESOTO CITY, FL US",27.3697,-81.5136,7/11/2005,,
"SAINT LEO, FL US",28.3378,-82.26,7/10/2005,,
"SAINT LEO, FL US",28.3378,-82.26,7/11/2005,,
"FORT DRUM, FL US",27.51389,-80.76944,7/10/2005,,
"FORT DRUM, FL US",27.51389,-80.76944,7/11/2005,,
"OASIS RANGER STATION, FL US",25.8604,-81.033,7/10/2005,,
"OASIS RANGER STATION, FL US",25.8604,-81.033,7/11/2005,,
"PALM COAST 6 NE, FL US",29.6319,-81.2061,7/10/2005,,
"PALM COAST 6 NE, FL US",29.6319,-81.2061,7/11/2005,,
"TITUSVILLE, FL US",28.6243,-80.817,7/10/2005,,
"TITUSVILLE, FL US",28.6243,-80.817,7/11/2005,,
"CHEKIKA FLORIDA, FL US",25.625,-80.5797,7/10/2005,,
"CHEKIKA FLORIDA, FL US",25.625,-80.5797,7/11/2005,,
"ORANGE SPRINGS 2 SSW, FL US",29.4794,-81.9681,7/10/2005,,
"ORANGE SPRINGS 2 SSW, FL US",29.4794,-81.9681,7/11/2005,,
"ST AUGUSTINE LIGHTHOUSE, FL US",29.8858,-81.2883,7/10/2005,,
"ST AUGUSTINE LIGHTHOUSE, FL US",29.8858,-81.2883,7/11/2005,,
"HIALEAH, FL US",25.8175,-80.2858,7/10/2005,,
"HIALEAH, FL US",25.8175,-80.2858,7/11/2005,,
"PERRINE 4 W, FL US",25.5819,-80.4361,7/10/2005,,
"PERRINE 4 W, FL US",25.5819,-80.4361,7/11/2005,,
"NEW SMYRNA BEACH MARINE DISCOVERY CENTER, FL US",29.0361,-80.918,7/10/2005,,
"NEW SMYRNA BEACH MARINE DISCOVERY CENTER, FL US",29.0361,-80.918,7/11/2005,,
"WEWAHITCHKA, FL US",30.1191,-85.2041,7/10/2005,,
"WEWAHITCHKA, FL US",30.1191,-85.2041,7/11/2005,,
"PERRY, FL US",30.09861,-83.57417,7/10/2005,,
"PERRY, FL US",30.09861,-83.57417,7/11/2005,,
"BUSHNELL 1 E, FL US",28.66641,-82.08947,7/10/2005,,
"BUSHNELL 1 E, FL US",28.66641,-82.08947,7/11/2005,,
"BROOKSVILLE CHIN HIL, FL US",28.6164,-82.3658,7/10/2005,,
"BROOKSVILLE CHIN HIL, FL US",28.6164,-82.3658,7/11/2005,,
"BRIGHTON RESERVATION, FL US",27.0436,-81.0701,7/10/2005,,
"BRIGHTON RESERVATION, FL US",27.0436,-81.0701,7/11/2005,,
"FERNANDINA BEACH, FL US",30.6669,-81.4525,7/10/2005,,
"FERNANDINA BEACH, FL US",30.6669,-81.4525,7/11/2005,,
"MAYO, FL US",30.1063,-83.1819,7/10/2005,,
"MAYO, FL US",30.1063,-83.1819,7/11/2005,,
"CRESCENT CITY, FL US",29.425,-81.5161,7/10/2005,,
"CRESCENT CITY, FL US",29.425,-81.5161,7/11/2005,,
"PANAMA CITY BAY CO AIRPORT, FL US",30.21194,-85.68278,7/10/2005,23.71,38
"PANAMA CITY BAY CO AIRPORT, FL US",30.21194,-85.68278,7/11/2005,10.51,19.9
"GLEN ST MARY 1 W, FL US",30.2717,-82.1856,7/10/2005,,
"GLEN ST MARY 1 W, FL US",30.2717,-82.1856,7/11/2005,,
"LIVE OAK, FL US",30.2889,-82.965,7/10/2005,,
"LIVE OAK, FL US",30.2889,-82.965,7/11/2005,,
"PUNTA GORDA 4 ESE, FL US",26.91463,-81.99682,7/10/2005,,
"PUNTA GORDA 4 ESE, FL US",26.91463,-81.99682,7/11/2005,,
"MYAKKA RIVER ST PK, FL US",27.24012,-82.31525,7/10/2005,,
"MYAKKA RIVER ST PK, FL US",27.24012,-82.31525,7/11/2005,,
"MOORE HAVEN LOCK 1, FL US",26.84,-81.0872,7/10/2005,,
"MOORE HAVEN LOCK 1, FL US",26.84,-81.0872,7/11/2005,,
"VERO BEACH 4 SE, FL US",27.6527,-80.403,7/10/2005,,
"VERO BEACH 4 SE, FL US",27.6527,-80.403,7/11/2005,,
"ISLAMORADA, FL US",24.9177,-80.6364,7/10/2005,,
"ISLAMORADA, FL US",24.9177,-80.6364,7/11/2005,,
"SOUTH BAY 15 S, FL US",26.47,-80.6402,7/10/2005,,
"SOUTH BAY 15 S, FL US",26.47,-80.6402,7/11/2005,,
"CAPE FLORIDA, FL US",25.6719,-80.1566,7/10/2005,,
"CAPE FLORIDA, FL US",25.6719,-80.1566,7/11/2005,,
"WINTER HAVEN, FL US",28.0153,-81.7331,7/10/2005,,
"WINTER HAVEN, FL US",28.0153,-81.7331,7/11/2005,,
"ROYAL PALM RANGER STATION, FL US",25.3866,-80.5936,7/10/2005,,
"ROYAL PALM RANGER STATION, FL US",25.3866,-80.5936,7/11/2005,,
"FORT LAUDERDALE, FL US",26.1019,-80.2011,7/10/2005,,
"FORT LAUDERDALE, FL US",26.1019,-80.2011,7/11/2005,,
"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",29.17351,-81.07185,7/10/2005,8.95,21.9
"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",29.17351,-81.07185,7/11/2005,5.14,17.9
"ST PETERSBURG, FL US",27.76846,-82.62569,7/10/2005,,
"ST PETERSBURG, FL US",27.76846,-82.62569,7/11/2005,,
"CROSS CITY AIRPORT, FL US",29.63333,-83.10528,7/10/2005,11.41,25.9
"CROSS CITY AIRPORT, FL US",29.63333,-83.10528,7/11/2005,8.28,25.9
"FORT LAUDERDALE BEACH, FL US",26.1408,-80.1061,7/10/2005,,
"FORT LAUDERDALE BEACH, FL US",26.1408,-80.1061,7/11/2005,,
"APALACHICOLA AIRPORT, FL US",29.72681,-85.02481,7/10/2005,19.46,30
"APALACHICOLA AIRPORT, FL US",29.72681,-85.02481,7/11/2005,17,32
"APALACHICOLA AIRPORT, FL US",29.7258,-85.0205,7/10/2005,,
"APALACHICOLA AIRPORT, FL US",29.7258,-85.0205,7/11/2005,,
"CHIPLEY, FL US",30.7806,-85.5503,7/10/2005,,
"CHIPLEY, FL US",30.7806,-85.5503,7/11/2005,,
"NORTH MIAMI BEACH NUMBER 2, FL US",25.95,-80.2158,7/10/2005,,
"NORTH MIAMI BEACH NUMBER 2, FL US",25.95,-80.2158,7/11/2005,,
"ARCADIA, FL US",27.21785,-81.8742,7/10/2005,,
"ARCADIA, FL US",27.21785,-81.8742,7/11/2005,,
"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,7/10/2005,11.86,21
"MIAMI INTERNATIONAL AIRPORT, FL US",25.78805,-80.31694,7/11/2005,8.05,14.1
"MELBOURNE INTERNATIONAL AIRPORT, FL US",28.09969,-80.6356,7/10/2005,13.2,21.9
"MELBOURNE INTERNATIONAL AIRPORT, FL US",28.09969,-80.6356,7/11/2005,7.83,17
"KEY WEST INTERNATIONAL AIRPORT, FL US",24.55706,-81.75539,7/10/2005,17.45,32
"KEY WEST INTERNATIONAL AIRPORT, FL US",24.55706,-81.75539,7/11/2005,10.29,15
"FORT MYERS PAGE FIELD AIRPORT, FL US",26.58495,-81.86146,7/10/2005,12.97,21.9
"FORT MYERS PAGE FIELD AIRPORT, FL US",26.58495,-81.86146,7/11/2005,5.37,21
"OLUSTEE FLORIDA, FL US",30.2,-82.4,7/10/2005,,
"OLUSTEE FLORIDA, FL US",30.2,-82.4,7/11/2005,,
"MILES CITY FLORIDA, FL US",26.2483,-81.2967,7/10/2005,,
"MILES CITY FLORIDA, FL US",26.2483,-81.2967,7/11/2005,,
"CENTRAL FLORIDA, FL US",29.105,-81.63,7/10/2005,,
"CENTRAL FLORIDA, FL US",29.105,-81.63,7/11/2005,,
"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",26.6851,-80.09918,7/10/2005,15.88,34.9
"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",26.6851,-80.09918,7/11/2005,8.5,15
"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,7/10/2005,14.76,33.1
"VERO BEACH INTERNATIONAL AIRPORT, FL US",27.6553,-80.41425,7/11/2005,7.61,15
"SUMATRA FLORIDA, FL US",30.0175,-84.9842,7/10/2005,,
"SUMATRA FLORIDA, FL US",30.0175,-84.9842,7/11/2005,,
"TAMPA INTERNATIONAL AIRPORT, FL US",27.96331,-82.54,7/10/2005,13.87,25.9
"TAMPA INTERNATIONAL AIRPORT, FL US",27.96331,-82.54,7/11/2005,6.93,13
"ORLANDO EXECUTIVE AIRPORT, FL US",28.54653,-81.33544,7/10/2005,14.09,23.9
"ORLANDO EXECUTIVE AIRPORT, FL US",28.54653,-81.33544,7/11/2005,6.26,17.9
"MARCO ISLAND, FL US",25.9491,-81.7138,7/10/2005,,
"MARCO ISLAND, FL US",25.9491,-81.7138,7/11/2005,,
"TEN MILE CORNER FLORIDA, FL US",25.6097,-80.8503,7/10/2005,,
"TEN MILE CORNER FLORIDA, FL US",25.6097,-80.8503,7/11/2005,,
"RACCOON POINT FLORIDA, FL US",25.9708,-80.9,7/10/2005,,
"RACCOON POINT FLORIDA, FL US",25.9708,-80.9,7/11/2005,,
"SANFORD, FL US",28.8147,-81.2778,7/10/2005,,
"SANFORD, FL US",28.8147,-81.2778,7/11/2005,,
"ST. MARKS EAST FLORIDA, FL US",30.1333,-84.1333,7/10/2005,,
"ST. MARKS EAST FLORIDA, FL US",30.1333,-84.1333,7/11/2005,,
"PLANTATION, FL US",26.11083,-80.27278,7/10/2005,,
"PLANTATION, FL US",26.11083,-80.27278,7/11/2005,,
"USHER TOWER, FL US",29.40807,-82.8188,7/10/2005,,
"USHER TOWER, FL US",29.40807,-82.8188,7/11/2005,,
"FLAMINGO RANGER STATION, FL US",25.1422,-80.9144,7/10/2005,,
"FLAMINGO RANGER STATION, FL US",25.1422,-80.9144,7/11/2005,,
"PUNTA GORDA CHARLOTTE CO AIRPORT, FL US",26.91847,-81.99391,7/10/2005,14.54,28
"PUNTA GORDA CHARLOTTE CO AIRPORT, FL US",26.91847,-81.99391,7/11/2005,6.71,25.9
"DEVILS GARDEN, FL US",26.66388,-81.08998,7/10/2005,,
"DEVILS GARDEN, FL US",26.66388,-81.08998,7/11/2005,,
"ST MARKS NWR, FL US",30.19222,-84.21167,7/10/2005,,
"ST MARKS NWR, FL US",30.19222,-84.21167,7/11/2005,,
"CLERMONT 9 S, FL US",28.4558,-81.7234,7/10/2005,,
"CLERMONT 9 S, FL US",28.4558,-81.7234,7/11/2005,,
"FOREVER FLORIDA, FL US",28.0425,-81.03722,7/10/2005,,
"FOREVER FLORIDA, FL US",28.0425,-81.03722,7/11/2005,,
"ORTONA LOCK 2, FL US",26.7897,-81.3044,7/10/2005,,
"ORTONA LOCK 2, FL US",26.7897,-81.3044,7/11/2005,,
"OCALA, FL US",29.1638,-82.0777,7/10/2005,,
"OCALA, FL US",29.1638,-82.0777,7/11/2005,,
"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,7/10/2005,13.65,29.1
"LEESBURG MUNICIPAL AIRPORT, FL US",28.82143,-81.80963,7/11/2005,6.49,12.1
"BROOKSVILLE HERNANDO CO AIRPORT, FL US",28.47388,-82.45374,7/10/2005,13.42,28
"BROOKSVILLE HERNANDO CO AIRPORT, FL US",28.47388,-82.45374,7/11/2005,6.49,15
"HIGH SPRINGS, FL US",29.8286,-82.5972,7/10/2005,,
"HIGH SPRINGS, FL US",29.8286,-82.5972,7/11/2005,,
"LAKELAND 2, FL US",27.99437,-82.01378,7/10/2005,,
"LAKELAND 2, FL US",27.99437,-82.01378,7/11/2005,,
"GAINESVILLE REGIONAL AIRPORT, FL US",29.6917,-82.27603,7/10/2005,12.75,23
"GAINESVILLE REGIONAL AIRPORT, FL US",29.6917,-82.27603,7/11/2005,6.71,23
"ORLANDO INTERNATIONAL AIRPORT, FL US",28.41822,-81.32413,7/10/2005,13.2,29.1
"ORLANDO INTERNATIONAL AIRPORT, FL US",28.41822,-81.32413,7/11/2005,6.04,23.9
"FORT GREEN 12 WSW, FL US",27.57264,-82.1393,7/10/2005,,
"FORT GREEN 12 WSW, FL US",27.57264,-82.1393,7/11/2005,,
"JACKSONVILLE BEACH, FL US",30.2875,-81.3927,7/10/2005,,
"JACKSONVILLE BEACH, FL US",30.2875,-81.3927,7/11/2005,,
"CLEWISTON NUMBER 2, FL US",26.73611,-81.04917,7/10/2005,,
"CLEWISTON NUMBER 2, FL US",26.73611,-81.04917,7/11/2005,,
"TAVERNIER, FL US",25.0069,-80.5211,7/10/2005,,
"TAVERNIER, FL US",25.0069,-80.5211,7/11/2005,,
"ROYAL PALM BEACH WEST, FL US",26.8561,-80.3008,7/10/2005,,
"ROYAL PALM BEACH WEST, FL US",26.8561,-80.3008,7/11/2005,,
"DESTIN FORT WALTON BEACH AIRPORT, FL US",30.39333,-86.46738,7/10/2005,27.96,
"DESTIN FORT WALTON BEACH AIRPORT, FL US",30.39333,-86.46738,7/11/2005,17.9,62
"MIDDLEBURG, FL US",30.0603,-81.8475,7/10/2005,,
"MIDDLEBURG, FL US",30.0603,-81.8475,7/11/2005,,
"SANBORN FLORIDA, FL US",30.23,-84.68,7/10/2005,,
"SANBORN FLORIDA, FL US",30.23,-84.68,7/11/2005,,
"MERRITT ISLAND FLORIDA, FL US",28.6408,-80.7308,7/10/2005,,
"MERRITT ISLAND FLORIDA, FL US",28.6408,-80.7308,7/11/2005,,
"WILMA FLORIDA, FL US",30.1694,-84.9344,7/10/2005,,
"WILMA FLORIDA, FL US",30.1694,-84.9344,7/11/2005,,
"HOLLYWOOD, FL US",26.0281,-80.1341,7/10/2005,,
"HOLLYWOOD, FL US",26.0281,-80.1341,7/11/2005,,
"PLANT CITY, FL US",28.02084,-82.13855,7/10/2005,,
"PLANT CITY, FL US",28.02084,-82.13855,7/11/2005,,
"WINTER HAVEN GILBERT AIRPORT, FL US",28.06137,-81.75684,7/10/2005,13.65,25.1
"WINTER HAVEN GILBERT AIRPORT, FL US",28.06137,-81.75684,7/11/2005,7.38,17.9
"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",27.91255,-82.68555,7/10/2005,20.13,36
"ST PETERSBURG CLEARWATER INTERNATIONAL AIRPORT, FL US",27.91255,-82.68555,7/11/2005,7.83,15
"LAKE CITY 2 E, FL US",30.1852,-82.5941,7/10/2005,,
"LAKE CITY 2 E, FL US",30.1852,-82.5941,7/11/2005,,
"MIAMI BEACH, FL US",25.8063,-80.1334,7/10/2005,,
"MIAMI BEACH, FL US",25.8063,-80.1334,7/11/2005,,
"SARASOTA BRADENTON AIRPORT, FL US",27.40146,-82.55863,7/10/2005,19.46,32
"SARASOTA BRADENTON AIRPORT, FL US",27.40146,-82.55863,7/11/2005,7.38,14.1
"KISSIMMEE 2, FL US",28.2763,-81.424,7/10/2005,,
"KISSIMMEE 2, FL US",28.2763,-81.424,7/11/2005,,
"BRADENTON, FL US",27.4467,-82.5014,7/10/2005,,
"BRADENTON, FL US",27.4467,-82.5014,7/11/2005,,
"NICEVILLE, FL US",30.5316,-86.4928,7/10/2005,,
"NICEVILLE, FL US",30.5316,-86.4928,7/11/2005,,
"TAMPA BAY AREA WEATHER FORECAST OFFICE, FL US",27.70532,-82.40092,7/10/2005,,
"TAMPA BAY AREA WEATHER FORECAST OFFICE, FL US",27.70532,-82.40092,7/11/2005,,
"WESTON, FL US",26.09333,-80.39528,7/10/2005,,
"WESTON, FL US",26.09333,-80.39528,7/11/2005,,
"POMPANO BEACH AIRPARK, FL US",26.24636,-80.11105,7/10/2005,14.32,33.1
"POMPANO BEACH AIRPARK, FL US",26.24636,-80.11105,7/11/2005,7.16,13
"ST PETERSBURG ALBERT WHITTED AIRPORT, FL US",27.76847,-82.62568,7/10/2005,24.16,38.9
"ST PETERSBURG ALBERT WHITTED AIRPORT, FL US",27.76847,-82.62568,7/11/2005,10.29,17
"OKEECHOBEE, FL US",27.15083,-80.86528,7/10/2005,,
"OKEECHOBEE, FL US",27.15083,-80.86528,7/11/2005,,
"TAMIAMI TRAIL 40 MI. BEND, FL US",25.7608,-80.8241,7/10/2005,,
"TAMIAMI TRAIL 40 MI. BEND, FL US",25.7608,-80.8241,7/11/2005,,
"LOWER SUWANNEE FLORIDA, FL US",29.3731,-83.0344,7/10/2005,,
"LOWER SUWANNEE FLORIDA, FL US",29.3731,-83.0344,7/11/2005,,
"HOLLYWOOD NORTH PERRY AIRPORT, FL US",25.99956,-80.24119,7/10/2005,12.08,25.9
"HOLLYWOOD NORTH PERRY AIRPORT, FL US",25.99956,-80.24119,7/11/2005,6.71,14.1
"MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US",25.64226,-80.43467,7/10/2005,9.62,25.9
"MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US",25.64226,-80.43467,7/11/2005,7.38,14.1
"DUCK KEY, FL US",24.77048,-80.9073,7/10/2005,,
"DUCK KEY, FL US",24.77048,-80.9073,7/11/2005,,
"FORT LAUDERDALE EXECUTIVE AIRPORT, FL US",26.19905,-80.17764,7/10/2005,12.97,23.9
"FORT LAUDERDALE EXECUTIVE AIRPORT, FL US",26.19905,-80.17764,7/11/2005,7.83,15
"CACHE FLORIDA, FL US",25.3903,-80.6803,7/10/2005,,
"CACHE FLORIDA, FL US",25.3903,-80.6803,7/11/2005,,
"NEW HOPE, FL US",30.9538,-85.883,7/10/2005,,
"NEW HOPE, FL US",30.9538,-85.883,7/11/2005,,
"MIAMI OPA LOCKA AIRPORT, FL US",25.91017,-80.28283,7/10/2005,13.65,25.9
"MIAMI OPA LOCKA AIRPORT, FL US",25.91017,-80.28283,7/11/2005,7.83,14.1
"ARCHBOLD BIO STATION, FL US",27.1819,-81.3508,7/10/2005,,
"ARCHBOLD BIO STATION, FL US",27.1819,-81.3508,7/11/2005,,
"BARTOW 1 SE, FL US",27.88608,-81.83251,7/10/2005,,
"BARTOW 1 SE, FL US",27.88608,-81.83251,7/11/2005,,
"FORT LAUDERDALE INTERNATIONAL AIRPORT, FL US",26.07875,-80.16223,7/10/2005,12.3,31.1
"FORT LAUDERDALE INTERNATIONAL AIRPORT, FL US",26.07875,-80.16223,7/11/2005,7.83,15
"SEA HAG MARINA, FL US",29.67111,-83.38833,7/10/2005,,
"SEA HAG MARINA, FL US",29.67111,-83.38833,7/11/2005,,
"TALLAHASSEE REGIONAL AIRPORT, FL US",30.39354,-84.35136,7/10/2005,21.7,38
"TALLAHASSEE REGIONAL AIRPORT, FL US",30.39354,-84.35136,7/11/2005,12.3,23.9
"JASPER, FL US",30.5228,-82.9447,7/10/2005,,
"JASPER, FL US",30.5228,-82.9447,7/11/2005,,
"PORT SALERNO 5 W, FL US",27.0997,-80.2627,7/10/2005,,
"PORT SALERNO 5 W, FL US",27.0997,-80.2627,7/11/2005,,
"QUINCY 3 SSW, FL US",30.54972,-84.58361,7/10/2005,,
"QUINCY 3 SSW, FL US",30.54972,-84.58361,7/11/2005,,
"HILLSBOROUGH RVR ST PARK, FL US",28.1469,-82.2276,7/10/2005,,
"HILLSBOROUGH RVR ST PARK, FL US",28.1469,-82.2276,7/11/2005,,
"BELL 4 NW, FL US",29.79556,-82.91778,7/10/2005,,
"BELL 4 NW, FL US",29.79556,-82.91778,7/11/2005,,
"TALLAHASSEE AIRPORT, FL US",30.3961,-84.3555,7/10/2005,,
"TALLAHASSEE AIRPORT, FL US",30.3961,-84.3555,7/11/2005,,
"AVON PARK 2 W, FL US",27.5947,-81.5266,7/10/2005,,
"AVON PARK 2 W, FL US",27.5947,-81.5266,7/11/2005,,
"OCALA WEATHER SERVICE, FL US",29.08046,-82.173797,7/10/2005,,
"OCALA WEATHER SERVICE, FL US",29.08046,-82.173797,7/11/2005,,
"VENICE, FL US",27.1006,-82.4364,7/10/2005,,
"VENICE, FL US",27.1006,-82.4364,7/11/2005,,
